Date,Adj_close,ret,log_close,log_ret
2005-01-03,63.21540451049805,,4.146548013707211,
2005-01-04,63.515010833740234,0.2996063232421875,4.1512762690452,0.00472825533798904
2005-01-05,63.21540451049805,-0.2996063232421875,4.146548013707211,-0.00472825533798904
2005-01-07,63.515010833740234,0.2996063232421875,4.1512762690452,0.00472825533798904
2005-01-10,63.365203857421875,-0.14980697631835938,4.148914875721654,-0.0023613933235457907
2005-01-11,62.46641159057617,-0.8987922668457031,4.134628997732617,-0.014285877989037132
2005-01-12,61.86722946166992,-0.59918212890625,4.124990628544606,-0.009638369188010643
2005-01-13,62.316619873046875,0.4493904113769531,4.132228161854173,0.007237533309567112
2005-01-14,61.71741485595703,-0.5992050170898438,4.122566141587898,-0.009662020266275384
2005-01-17,62.166812896728516,0.4493980407714844,4.12982130263919,0.007255161051292092
2005-01-18,62.01702117919922,-0.14979171752929688,4.127408882515588,-0.0024124201236022103
2005-01-19,62.46641159057617,0.4493904113769531,4.134628997732617,0.007220115217029033
2005-01-20,63.365203857421875,0.8987922668457031,4.148914875721654,0.014285877989037132
2005-01-21,63.365203857421875,0.0,4.148914875721654,0.0
2005-01-24,63.21540451049805,-0.14979934692382812,4.146548013707211,-0.0023668620144432495
2005-01-25,63.515010833740234,0.2996063232421875,4.1512762690452,0.00472825533798904
2005-01-26,63.515010833740234,0.0,4.1512762690452,0.0
2005-01-27,63.21540451049805,-0.2996063232421875,4.146548013707211,-0.00472825533798904
2005-01-28,63.21540451049805,0.0,4.146548013707211,0.0
2005-01-31,63.21540451049805,0.0,4.146548013707211,0.0
2005-02-01,64.18911743164062,0.9737129211425781,4.16183368591682,0.015285672209609302
2005-02-02,64.56360626220703,0.37448883056640625,4.167650881481667,0.005817195564847388
2005-02-03,64.7883071899414,0.224700927734375,4.171125142476474,0.003474260994806855
2005-02-04,65.16281127929688,0.37450408935546875,4.17688892705265,0.005763784576175546
2005-02-07,65.31261444091797,0.14980316162109375,4.179185194363038,0.0022962673103883446
2005-02-08,65.53731536865234,0.224700927734375,4.182619680708375,0.003434486345336829
2005-02-09,65.53731536865234,0.0,4.182619680708375,0.0
2005-02-10,65.649658203125,0.11234283447265625,4.18433239438529,0.0017127136769152784
2005-02-11,65.94926452636719,0.2996063232421875,4.188885727112773,0.004553332727482484
2005-02-14,66.02416229248047,0.07489776611328125,4.190020770370491,0.0011350432577179603
2005-02-15,67.11019134521484,1.086029052734375,4.2063359153837085,0.016315145013217958
2005-02-16,66.2114028930664,-0.8987884521484375,4.192852697249759,-0.013483218133949926
2005-02-17,67.33489990234375,1.1234970092773438,4.209678674338841,0.0168259770890824
2005-02-18,67.2225570678711,-0.11234283447265625,4.208008861857158,-0.0016698124816834081
2005-02-21,66.88550567626953,-0.3370513916015625,4.202982287102756,-0.005026574754401381
2005-02-22,66.66080474853516,-0.224700927734375,4.1996171452419935,-0.003365141860762755
2005-02-23,65.6122055053711,-1.0485992431640625,4.183761738176211,-0.015855407065782146
2005-02-24,65.91180419921875,0.29959869384765625,4.18831754836952,0.004555810193308751
2005-02-25,66.28630065917969,0.3744964599609375,4.1939832492832325,0.005665700913712435
2005-02-28,66.02416229248047,-0.26213836669921875,4.190020770370491,-0.003962478912741929
2005-03-01,65.76200866699219,-0.26215362548828125,4.186042295704053,-0.003978474666437748
2005-03-02,65.76200866699219,0.0,4.186042295704053,0.0
2005-03-03,65.4998550415039,-0.26215362548828125,4.182047929531946,-0.003994366172106467
2005-03-04,65.42495727539062,-0.07489776611328125,4.180903795384137,-0.0011441341478093392
2005-03-07,65.98670959472656,0.5617523193359375,4.18945335197194,0.008549556587802876
2005-03-08,66.81060791015625,0.8238983154296875,4.201861868985291,0.012408517013350995
2005-03-09,67.11019134521484,0.29958343505859375,4.2063359153837085,0.0044740463984176415
2005-03-10,66.5110092163086,-0.59918212890625,4.197367486084509,-0.008968429299199165
2005-03-11,66.32373809814453,-0.1872711181640625,4.194547873806538,-0.0028196122779711175
